Journal ID;Print ISSN;Online ISSN;Original Title;International Title;Country of Publication;ERIH PLUS Disciplines;OECD Classifications;[Last Updated]
"485100";"1803-7402";"2336-4424";"Graeco-Latina Brunensia";"Graeco-Latina Brunensia";"Czechia";"Linguistics, Classical Studies";"Languages and Literature";"2023-02-02 17:14:12"
"496832";"1413-9073";"2358-4114";"Gragoatá";"Gragoatá";"Brazil";"Linguistics, Literature";"Languages and Literature";"2020-01-17 11:14:55"
"483751";"1850-0153";"1850-0161";"Gramma";"Gramma";"Argentina";"Linguistics, Literature";"Languages and Literature";"2023-02-02 17:14:12"
"450981";"1106-1170";"";"Gramma: Journal of Theory and Criticism";"Gramma: Journal of Theory and Criticism";"Greece";"Literature";"Languages and Literature";"2023-02-02 17:14:12"
"488799";"2174-5021";"2172-8690";"Gran Tour, Revista de Investigaciones Turísticas";"Gran Tour";"Spain";"Economics, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences";"Economics and Business; Other Social Sciences; Social and Economic Geography";"2021-07-05 12:20:32"
"490396";"2077-1800";"2413-8738";"Грані";"Grani";"Ukraine";"History, Political Sciences and International Relations, Sociology, Philosophy";"History and Archaeology; Philosophy, Ethics and Religion; Political Science; Sociology";"2017-02-27 13:55:24"
"497538";"2318-7085";"";"Grau Zero - Revista de Crítica Cultural";"Grau Zero- Revista de Crítica Cultural";"Brazil";"Cultural Studies, Literature";"Languages and Literature";"2019-11-12 12:43:50"
"441007";"0165-9227";"1875-6735";"Grazer Philosophische Studien";"Grazer Philosophische Studien";"Netherlands";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"500541";"";"0719-9902";"Grecorromana.Revista Chilena de Estudios Clásicos";"Grecorromana.Revista Chilena de Estudios Clásicos";"Chile";"Classical Studies";"Languages and Literature";"2021-04-22 10:45:43"
"441010";"0017-3835";"1477-4550";"Greece and Rome";"Greece and Rome";"United Kingdom";"Classical Studies, History";"History and Archaeology; Languages and Literature";"2023-02-02 14:41:55"
"485551";"2212-974X";"2212-9758";"Greek and Roman Musical Studies";"Greek and Roman Musical Studies";"Netherlands";"Classical Studies, History, Musicology";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature";"2017-06-14 15:47:42"
"413729";"0017-3916";"2159-3159";"Greek, Roman and Byzantine Studies";"Greek, Roman and Byzantine Studies";"United States";"History, Classical Studies";"History and Archaeology; Languages and Literature";"2023-02-02 14:41:55"
"484424";"0017-4114";"";"Gregorianum";"Gregorianum";"Italy";"Philosophy, Religious Studies and Theology";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"503399";"";"2007-8773";"Gremium";"Gremium";"Mexico";"Art and Art History";"Arts (Arts, History of Arts, Performing Arts, Music)";"2022-03-30 15:49:04"
"487995";"";"2178-1036";"Griot : Revista de Filosofia";"Griot : Revista de Filosofia";"Brazil";"Philosophy";"Philosophy, Ethics and Religion";"2016-01-07 13:14:43"
"504730";"";"1721-4777";"Griseldaonline";"Griseldaonline";"Italy";"Classical Studies, Literature, Interdisciplinary research in the Humanities";"Languages and Literature; Other Humanities";"2023-01-30 13:23:42"
"486487";"0167-3831";"1876-0759";"Grotiana";"Grotiana";"Netherlands";"History, Law";"History and Archaeology; Law";"2023-02-02 17:14:12"
"441017";"1059-6011";"1552-3993";"Group & Organization Management";"Group & Organization Management";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"441019";"1089-2699";"1930-7802";"Group Dynamics";"Group Dynamics";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"441020";"1368-4302";"1461-7188";"Group Processes & Intergroup Relations";"Group Processes & Intergroup Relations";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"498627";"0080-3464";"";"Rocznik Grudziądzki";"Grudziądz Yearbook";"Poland";"Archaeology, Art and Art History, History";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology";"2020-06-09 15:17:05"
"502332";"";"2447-4096";"Guaju - Revista Brasileira de Desenvolvimento Territorial Sustentável";"Guaju - Brazilian Journal of Sustainable Territorial Development";"Brazil";"Anthropology, Cultural Studies, Demography, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Languages and Literature; Other Humanities; Other Social Sciences; Social and Economic Geography; Sociology";"2021-09-27 12:12:16"
"497333";"";"2603-6096";"Revista Digital Guerra Colonial";"Guerra Colonial";"Spain";"History";"History and Archaeology";"2020-03-24 17:28:22"
"441029";"0984-2292";"2101-0137";"Guerres mondiales et conflits contemporains";"Guerres mondiales et conflits contemporains";"France";"History";"History and Archaeology";"2023-02-02 17:14:12"
"494569";"2088-9623";"2442-7802";"GUIDENA: Jurnal Ilmu Pendidikan, Psikologi, Bimbingan dan Konseling";"GUIDENA: Journal of Education, Psychology, Guidance and Counseling";"Indonesia";"Pedagogical & Educational Research, Psychology";"Educational Sciences; Psychology";"2018-10-01 16:53:19"
"494016";"1453-0201";"2344-5645";"Gymnasium - Scientific Journal of Education, Sports and Health";"Gymnasium - Scientific Journal of Education, Sports and Health";"Romania";"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences";"Educational Sciences; Other Social Sciences";"2018-06-12 13:14:38"
"490892";"2054-7110";"2054-7129";"Göç Dergisi";"Göç Dergisi [Migration Journal]";"United Kingdom";"Anthropology, History, Cultural Studies, Demography, Economics, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Human Geography and Urban Studies, Linguistics, Psychology, Interdisciplinary research in the Social Sciences";"Economics and Business; History and Archaeology; Languages and Literature; Media and Communications; Other Social Sciences; Political Science; Psychology; Social and Economic Geography; Sociology";"2023-02-02 17:14:12"
"441039";"0210-7694";"2253-7686";"Habis";"Habis";"Spain";"Classical Studies";"Languages and Literature";"2023-02-02 17:14:12"
"503201";"0853-5167";"2338-2007";"HABITAT";"HABITAT";"Indonesia";"Gender Studies, Business and Management, Economics, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Humanities";"Economics and Business; Other Humanities; Social and Economic Geography; Sociology";"2022-02-25 14:33:00"
"441040";"0197-3975";"1873-5428";"Habitat International: a journal for the study of human settlements";"Habitat International: a journal for the study of human settlements";"United States";"Human Geography and Urban Studies";"Social and Economic Geography";"2023-02-02 17:14:12"
"497473";"";"0719-0700";"Hábitat Sustentable";"Hábitat Sustentable";"Chile";"Cultural Studies, Demography, Science and Technology Studies, Environmental Studies, Interdisciplinary research in the Social Sciences";"Languages and Literature; Other Social Sciences; Social and Economic Geography";"2019-10-31 11:16:05"
"501830";"";"2173-125X";"Hábitat y Sociedad";"Hábitat y Sociedad";"";"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences";"Other Social Sciences; Social and Economic Geography";"2021-06-20 14:43:25"
"491563";"";"1983-7798";"Habitus - Revista de Antropologia e Arqueologia";"Habitus -  Journal of Anthropology and Archeology";"Brazil";"Anthropology, Archaeology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"History and Archaeology; Other Humanities; Other Social Sciences; Sociology";"2017-09-29 15:26:00"
"483033";"1300-5340";"2536-4758";"Hacettepe Üniversitesi Eğitim Fakültesi Dergisi";"Hacettepe University Journal of Education";"Turkey";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"498751";"2172-7910";"2172-7929";"Hachetetepé. Revista científica en educación y comunicación";"Hachetetepé. Scientific journal of Education and Communication";"Spain";"Cultural Studies, Sociology, Pedagogical & Educational Research";"Educational Sciences; Languages and Literature; Sociology";"2020-07-04 14:37:05"
"494164";"2231-9018";"2550-1585";"HADIS";"HADIS";"Malaysia";"Religious Studies and Theology";"Philosophy, Ethics and Religion";"2018-07-05 13:12:30"
"488013";"";"2014-3818";"Haidé. Estudis maragallians";"Haidé. Estudis maragallians";"Spain";"Art and Art History, Cultural Studies, Interdisciplinary research in the Humanities, Literature, Musicology, Philosophy";"Arts (Arts, History of Arts, Performing Arts, Music); Languages and Literature; Other Humanities; Philosophy, Ethics and Religion";"2017-01-28 14:30:14"
"488586";"1794-3841";"2422-409X";"Hallazgos";"Hallazgos";"Colombia";"Art and Art History, History, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Sociology";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Social Sciences; Sociology";"2018-10-24 12:44:11"
"496993";"2183-2633";"";"Hamsa. Journal of Judaic and Islamic Studies";"Hamsa. Journal of Judaic and Islamic Studies";"Portugal";"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Other Humanities; Other Social Sciences";"2020-05-07 14:41:17"
"497157";"2539-2263";"2590-9126";"H-ART. revista de historia, teoría y crítica de arte";"H-ART. revista de historia, teoría y crítica de arte";"Colombia";"Art and Art History";"Arts (Arts, History of Arts, Performing Arts, Music)";"2019-08-04 20:32:08"
"487087";"";"2254-6235";"Harvard Deusto Business Research";"Harvard Deusto Business Research";"Spain";"Business and Management, Economics";"Economics and Business";"2023-02-02 17:14:12"
"441051";"0017-8055";"1943-5045";"Harvard Educational Review";"Harvard Educational Review";"United States";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 14:41:55"
"441055";"0073-0548";"1944-6454";"Harvard Journal of Asiatic Studies";"Harvard Journal of Asiatic Studies";"United States";"Art and Art History, History, Literature, Religious Studies and Theology";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Philosophy, Ethics and Religion";"2023-02-02 14:41:55"
"441060";"0073-0688";"2325-9353";"Harvard Studies in Classical Philology";"Harvard Studies in Classical Philology";"United States";"Classical Studies, Linguistics, Literature";"Languages and Literature";"2023-02-02 14:41:55"
"441061";"0017-8160";"1475-4517";"Harvard Theological Review";"Harvard Theological Review";"United States";"Religious Studies and Theology";"Philosophy, Ethics and Religion";"2023-02-02 14:41:55"
"484915";"2172-055X";"2386-4761";"HASER - Revista Internacional de Filosofía Aplicada";"HASER - International Journal on Philosophical Practice";"Spain";"Philosophy, Interdisciplinary research in the Humanities";"Other Humanities; Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"500133";"";"2530-3627";"Hastapenak. Revista de História Contemporánea y del Tiempo Presente";"Hastapenak";"";"History, Interdisciplinary research in the Humanities, Philosophy";"History and Archaeology; Other Humanities; Philosophy, Ethics and Religion";"2023-02-20 08:49:02"
"478783";"";"2049-1115";"HAU: Journal of Ethnographic Theory";"HAU: Journal of Ethnographic Theory";"United Kingdom";"Anthropology";"Sociology";"2023-02-02 17:14:12"
"441065";"1569-2078";"1569-2086";"Hawwa";"Hawwa";"Netherlands";"History";"History and Archaeology";"2023-02-02 17:14:12"
"502870";"";"2602-4829";"HAYEF: Journal of Education";"HAYEF: Journal of Education";"Turkey";"Pedagogical & Educational Research";"Educational Sciences";"2021-12-21 11:28:09"
"485263";"2051-5553";"2051-5561";"Health and Social Care Chaplaincy";"Health and Social Care Chaplaincy";"United Kingdom";"Interdisciplinary research in the Social Sciences, Religious Studies and Theology";"Other Social Sciences; Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"505142";"";"2303-8616";"Zdravstveni glasnik";"Health Bulletin";"Bosnia and Herzegovina";"Classical Studies, Library and Information Science, Interdisciplinary research in the Humanities";"Languages and Literature; Media and Communications; Other Humanities";"2023-03-14 11:42:57"
"410773";"1065-3058";"1573-3394";"Health Care Analysis";"Health Care Analysis";"Netherlands";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"341081";"0739-9332";"1096-4665";"Health Care for Women International";"Health Care for Women International";"United Kingdom";"Gender Studies";"Sociology";"2023-02-02 14:41:55"
"469921";"1744-1331";"1744-134X";"Health Economics, Policy and Law";"Health Economics, Policy and Law";"United Kingdom";"Law, Economics";"Economics and Business; Law";"2023-02-02 17:14:12"
"441080";"1090-1981";"1552-6127";"Health Education & Behavior";"Health Education & Behavior";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"475881";"0017-8969";"1748-8176";"Health Education Journal";"Health Education Journal";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"340079";"0268-1153";"1465-3648";"Health Education Research";"Health Education Research";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"441084";"0278-6133";"1930-7810";"Health Psychology";"Health Psychology";"United States";"Psychology";"Psychology";"2023-02-02 14:41:55"
"484745";"2353-4184";"2353-5571";"Health Psychology Report";"Health Psychology Report";"Poland";"Psychology";"Psychology";"2023-02-02 17:14:12"
"491110";"2308-1155";"2308-1163";"Анализ риска здоровью";"Health Risk Analysis";"Russia";"Interdisciplinary research in the Social Sciences";"Other Social Sciences";"2017-06-27 13:44:32"
"497834";"2520-2677";"2520-2685";"Zdorovʹe, sport, reabilitaciâ";"Health, sport, rehabilitation";"Ukraine";"Pedagogical & Educational Research, Psychology";"Educational Sciences; Psychology";"2020-12-28 13:43:42"
"483630";"2192-2276";"2192-2284";"Hebrew Bible and Ancient Israel";"Hebrew Bible and Ancient Israel";"Germany";"Archaeology, Religious Studies and Theology";"History and Archaeology; Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"481893";"0146-4094";"2158-1681";"Hebrew Studies";"Hebrew Studies";"United States";"Religious Studies and Theology";"Philosophy, Ethics and Religion";"2017-07-04 15:00:11"
"441100";"0360-9049";"";"Hebrew Union College Annual";"Hebrew Union College Annual";"United States";"Religious Studies and Theology";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"441101";"0956-2737";"1572-8498";"HEC Forum";"HEC Forum";"Netherlands";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"487053";"2051-5367";"2051-5375";"Hegel Bulletin";"Hegel Bulletin";"United Kingdom";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"481773";"0073-1579";"2192-5550";"Hegel-Jahrbuch";"Hegel-Jahrbuch";"Germany";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"452326";"0044-2348";"";"Zeitschrift für ausländisches öffentliches Recht";"Heidelberg Journal of International Law";"Germany";"Law";"Law";"2023-02-02 17:14:12"
"339997";"0017-9841";"1894-3195";"Heimen - Lokal og regional historie";"Heimen - Lokal og regional historie";"Norway";"History";"History and Archaeology";"2023-02-02 17:14:12"
"488774";"";"1989-3558";"HEKADEMOS: REVISTA EDUCATIVA DIGITAL INTERNACIONAL";"HEKADEMOS";"Spain";"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research";"Educational Sciences; Other Social Sciences";"2016-05-25 10:54:43"
"441106";"0160-0923";"1935-0228";"Helios";"Helios";"United States";"Classical Studies, History";"History and Archaeology; Languages and Literature";"2023-02-02 17:14:12"
"470070";"1790-1391";"";"Hellenic Journal of Psychology";"Hellenic Journal of Psychology";"Greece";"Pedagogical & Educational Research, Psychology";"Educational Sciences; Psychology";"2023-02-02 17:14:12"
"493710";"";"2241-7303";"Έρευνα στην Εκπαίδευση";"Hellenic journal of research in education";"Greece";"Pedagogical & Educational Research";"Educational Sciences";"2018-04-05 19:55:10"
"481575";"0018-0270";"";"Hémecht - Zeitschrift für Luxemburger Geschichte";"Hémecht - Zeitschrift für Luxemburger Geschichte";"Luxembourg";"History";"History and Archaeology";"2016-08-26 11:19:29"
"482132";"0276-3362";"1548-4815";"Hemingway Review";"Hemingway Review";"United States";"Literature";"Languages and Literature";"2017-07-04 10:40:17"
"483973";"0239-8818";"";"Hemispheres. Studies on Cultures and Societies";"Hemispheres. Studies on Cultures and Societies";"Poland";"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Other Humanities; Other Social Sciences";"2013-12-23 23:59:59"
"486083";"";"0718-9230";"Revista Estudios Hemisféricos y Polares";"Hemispheric & Polar Studies Journal";"Chile";"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research";"Educational Sciences; Other Humanities; Other Social Sciences";"2023-02-02 17:14:12"
"500197";"";"2696-550X";"Hénadas";"Hénadas";"Spain";"Philosophy";"Philosophy, Ethics and Religion";"2022-02-28 10:55:02"
"470470";"0393-6805";"";"Henoch";"Henoch";"Italy";"Religious Studies and Theology";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"490988";"2171-3731";"2462-6457";"Her&Mus. Heritage & Museography";"Her&Mus";"Spain";"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences";"Educational Sciences; Other Social Sciences";"2017-06-12 15:24:03"
"490303";"";"1988-9100";"Herakleion. Revista Interdisciplinar de Historia y Arqueología del Mediterráneo";"Herakleion";"Spain";"Archaeology, History";"History and Archaeology";"2017-02-10 13:46:35"
"498500";"2707-1820";"2707-1839";"Вісник Київського інституту бізнесу та технологій";"Herald of Kiev Institute of Business and Technology";"Ukraine";"History, History & Philosophy of Science, Business and Management, Economics, Science and Technology Studies, Philosophy, Psychology";"Economics and Business; History and Archaeology; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion; Psychology";"2020-04-22 13:26:51"
"502351";"";"2184-3090";"Herança - Revista de História, Património e Cultura";"Heritage - History, Heritage and Culture Journal";"Portugal";"History";"History and Archaeology";"2021-09-30 13:31:24"
"472787";"";"1550-7076";"Heritage Language Journal";"Heritage Language Journal";"United States";"Linguistics";"Languages and Literature";"2023-02-02 17:14:12"
"503174";"";"2666-5050";"Heritage, Memory and Conflict (HMC)";"Heritage, Memory and Conflict (HMC)";"Netherlands";"History, Cultural Studies, Interdisciplinary research in the Social Sciences";"History and Archaeology; Languages and Literature; Other Social Sciences";"2023-03-07 06:44:11"
"486431";"1453-9047";"2069-8291";"Hermeneia: Journal of Hermeneutics, Art Theory and Criticism";"Hermeneia: Journal of Hermeneutics, Art Theory and Criticism";"Romania";"Art and Art History, Interdisciplinary research in the Humanities, Philosophy";"Arts (Arts, History of Arts, Performing Arts, Music); Other Humanities; Philosophy, Ethics and Religion";"2015-08-19 13:59:48"
"482923";"1139-7489";"2530-609X";"Hermeneus: Revista de Traducción e Interpretación";"Hermeneus: Revista de Traducción e Interpretación";"Spain";"Linguistics";"Languages and Literature";"2018-03-02 14:05:35"
"494959";"0718-4980";"0719-6504";"Hermenéutica Intercultural";"Hermenéutica Intercultural";"Chile";"Interdisciplinary research in the Social Sciences, Philosophy";"Other Social Sciences; Philosophy, Ethics and Religion";"2019-01-17 14:27:58"
"340907";"0904-1699";"1903-1785";"HERMES - Journal of Language and Communication in Business";"HERMES - Journal of Language and Communication in Business";"Denmark";"Linguistics";"Languages and Literature";"2023-02-02 17:14:12"
"441124";"0018-0777";"2365-3116";"Hermes: Zeitschrift für Klassische Philologie";"Hermes: Zeitschrift für Klassische Philologie";"Germany";"Classical Studies";"Languages and Literature";"2023-02-02 14:41:55"
"489410";"2448-2609";"";"Heródoto - Revista do Grupo de Estudos e Pesquisas sobre a Antiguidade Clássica e suas Conexões Afro-asiáticas";"Herodotus - Study Group on Classical Antiquity and its Afro-Asian Connections";"Brazil";"Archaeology, Classical Studies, History";"History and Archaeology; Languages and Literature";"2019-02-28 13:41:28"
"499446";"2566-3429";"2712-1844";"Hercegovina. Časopis za kulturno i povijesno nasljeđe";"Herzegovina. Journal of cultural heritage and history";"Bosnia and Herzegovina";"Archaeology, History";"History and Archaeology";"2020-09-17 10:02:36"
"441132";"0018-098X";"1553-5622";"Hesperia";"Hesperia";"United States";"History, Classical Studies, Archaeology";"History and Archaeology; Languages and Literature";"2023-02-02 14:41:55"
"497062";"2084-1302";"2657-7461";"Heteroglossia- studia kulturoznawczo-filologiczne";"Heteroglossia - cultural and philological studies";"Poland";"Cultural Studies, Linguistics, Literature, Philosophy";"Languages and Literature; Philosophy, Ethics and Religion";"2022-03-16 09:37:28"
"441139";"0018-1196";"1468-2265";"Heythrop Journal";"Heythrop Journal";"United Kingdom";"Philosophy, Religious Studies and Theology";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"441141";"1359-8139";"1469-834X";"High Ability Studies";"High Ability Studies";"United Kingdom";"Psychology, Pedagogical & Educational Research";"Educational Sciences; Psychology";"2023-02-02 17:14:12"
"343702";"0018-1560";"1573-174X";"Higher Education";"Higher Education";"Netherlands";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 14:41:55"
"343541";"0952-8733";"1740-3863";"Higher Education Policy";"Higher Education Policy";"United Kingdom";"Human Geography and Urban Studies, Pedagogical & Educational Research";"Educational Sciences; Social and Economic Geography";"2023-02-02 17:14:12"
"441152";"0951-5224";"1468-2273";"Higher Education Quarterly";"Higher Education Quarterly";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"441153";"0729-4360";"1469-8366";"Higher Education Research and Development";"Higher Education Research and Development";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"504367";"";"2696-628X";"Highlights of Sustainability";"Highlights of Sustainability";"Spain";"Media Studies and Communication, Business and Management, Economics, Political Sciences and International Relations, Science and Technology Studies, Sociology, Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Economics and Business; Media and Communications; Other Humanities; Other Social Sciences; Political Science; Social and Economic Geography; Sociology";"2023-03-14 12:30:55"
"498756";"1579-9794";"2445-4559";"Hikma";"Hikma";"Spain";"Cultural Studies, Linguistics";"Languages and Literature";"2020-06-10 12:10:00"
"495047";"";"1851-703X";"H-industri@: Revista de historia de la industria, los servicios y las empresas en América Latina";"H-industri@";"Argentina";"History";"History and Archaeology";"2022-08-26 11:37:57"
"498875";"";"2526-2386";"HIPÁTIA - Revista Brasileira de História, Educação e Matemática";"HIPÁTIA - Brazilian Journal of History, Education and Mathematics";"Brazil";"History & Philosophy of Science, Pedagogical & Educational Research";"Educational Sciences; Other Humanities";"2020-07-27 14:07:49"
"483922";"2688-8211";"2284-5666";"Hiperboreea";"Hiperboreea";"United States";"Archaeology, Cultural Studies, Economics, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Political Sciences and International Relations, Religious Studies and Theology, Science and Technology Studies, Sociology";"Economics and Business; History and Archaeology; Languages and Literature; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion; Political Science; Sociology";"2023-02-02 17:14:12"
"472795";"";"1695-5498";"Hipertext.net:Revista Académica sobre Documentación Digital y Comunicación Interactiva";"Hipertext.net:Revista Académica sobre Documentación Digital y Comunicación Interactiva";"Spain";"Library and Information Science, Media Studies and Communication";"Media and Communications";"2023-02-02 17:14:12"
"480638";"";"2328-1308";"Hipogrifo. Revista de literatura y cultura del Siglo de Oro";"Hipogrifo. Revista de literatura y cultura del Siglo de Oro";"United States";"History, Literature";"History and Archaeology; Languages and Literature";"2023-02-02 17:14:12"
"441159";"0018-2141";"1988-8368";"Hispania";"Hispania";"Spain";"History";"History and Archaeology";"2023-02-02 17:14:12"
"484428";"1130-0515";"2530-6464";"Hispania Antiqua. Revista de Historia Antigua";"Hispania Antiqua";"Spain";"Archaeology, Classical Studies, History";"History and Archaeology; Languages and Literature";"2018-04-26 12:02:09"
"482918";"1138-7319";"";"Hispania Nova: Revista de Historia Contemporánea";"Hispania Nova: Revista de Historia Contemporánea";"Spain";"History";"History and Archaeology";"2016-04-15 14:28:21"
"441160";"0018-215X";"1988-4265";"Hispania Sacra";"Hispania Sacra";"Spain";"History";"History and Archaeology";"2023-02-02 17:14:12"
"474898";"1468-2737";"1745-820X";"Hispanic Research Journal";"Hispanic Research Journal";"United Kingdom";"Literature";"Languages and Literature";"2023-02-02 17:14:12"
"441164";"0018-2176";"1553-0639";"Hispanic Review";"Hispanic Review";"United States";"Literature";"Languages and Literature";"2023-02-02 14:41:55"
"499784";"";"2447-6447";"HISTEMAT - Revista de História da Educação Matemática";"HISTEMAT - Revista de História da Educação Matemática";"Brazil";"Pedagogical & Educational Research, Interdisciplinary research in the Humanities";"Educational Sciences; Other Humanities";"2020-11-19 12:39:51"
"482697";"0982-1783";"1957-7745";"Histoire & Mesure";"Histoire & Mesure";"France";"History";"History and Archaeology";"2016-04-10 15:05:35"
"482046";"0221-6280";"2102-5452";"Histoire de l’éducation";"Histoire de l’éducation";"France";"Pedagogical & Educational Research";"Educational Sciences";"2017-07-03 16:36:52"
"484429";"0440-8888";"";"Histoire des Sciences Médicales";"Histoire des Sciences Médicales";"France";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2016-07-04 11:23:20"
"441167";"0752-5702";"1777-5906";"Histoire économie et société";"Histoire économie et société";"France";"History";"History and Archaeology";"2023-02-02 17:14:12"
"441169";"0750-8069";"1638-1580";"Histoire Epistémologie Langage";"Histoire Epistémologie Langage";"France";"Linguistics";"Languages and Literature";"2023-02-02 17:14:12"
"441168";"0018-2257";"1918-6576";"Histoire sociale / Social History";"Histoire sociale / Social History";"Canada";"History";"History and Archaeology";"2023-02-02 17:14:12"
"482799";"1108-3441";"2241-2816";"Historein";"Historein";"Greece";"History";"History and Archaeology";"2016-04-11 15:31:36"
"490015";"";"2145-132X";"HiSTOReLo. Revista de Historia Regional y Local";"HiSTOReLo. Revista de Historia Regional y Local";"Colombia";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2016-12-09 10:31:46"
"472799";"0073-2435";"0717-7194";"Historia";"Historia";"Chile";"History, Interdisciplinary research in the Humanities";"History and Archaeology; Other Humanities";"2023-02-02 17:14:12"
"441172";"0018-2311";"2365-3108";"Historia";"Historia";"Germany";"History, Classical Studies";"History and Archaeology; Languages and Literature";"2023-02-02 14:41:55"
"494290";"";"2238-3018";"História & Ensino";"História & Ensino";"Brazil";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2019-06-27 12:25:31"
"489025";"0719-0719";"0719-7969";"Historia 396";"Historia 396";"Chile";"Art and Art History, History";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology";"2020-01-10 12:59:00"
"472800";"";"1696-2060";"Historia Actual Online";"Historia Actual Online";"Spain";"History, Interdisciplinary research in the Humanities";"History and Archaeology; Other Humanities";"2023-02-02 17:14:12"
"482920";"1139-1472";"2340-3659";"Historia Agraria";"Historia Agraria";"Spain";"History, Interdisciplinary research in the Social Sciences";"History and Archaeology; Other Social Sciences";"2023-02-02 17:14:12"
"495354";"";"2237-2717";"Historia Ambiental Latinoamericana y Caribeña (HALAC) revista de la Solcha";"Historia Ambiental Latinoamericana y Caribeña (HALAC) revista de la Solcha";"Brazil";"Art and Art History, History, Sociology, Human Geography and Urban Studies, Interdisciplinary research in the Humanities";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Other Humanities; Social and Economic Geography; Sociology";"2019-02-28 10:53:11"
"504462";"2788-0702";"2788-0710";"Historia Aperta";"Historia Aperta";"Czechia";"History";"History and Archaeology";"2022-12-13 08:53:21"
"489719";"0122-8803";"2322-6889";"Historia Caribe";"Historia Caribe";"Colombia";"History";"History and Archaeology";"2016-11-10 12:54:27"
"482872";"1130-2402";"2340-0277";"Historia Contemporánea";"Historia Contemporánea";"Spain";"History";"History and Archaeology";"2016-05-26 15:24:14"
"472802";"0121-1617";"";"Historia Crítica";"Historia Crítica";"Colombia";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2023-02-02 17:14:12"
"482008";"0212-0267";"2386-3846";"Historia de la educación";"Historia de la educación";"Spain";"Pedagogical & Educational Research";"Educational Sciences";"2016-06-24 12:34:31"
"483286";"1579-8135";"";"Historia del Presente";"Historia del Presente";"Spain";"History";"History and Archaeology";"2016-06-24 14:46:37"
"488919";"";"2238-6270";"História e Cultura";"História e Cultura";"Brazil";"History";"History and Archaeology";"2016-06-27 12:29:47"
